,name,rating,reviews,type,hq,old,employees
3857,Deepak Phenolics,4.4,(139 Reviews),Vadodara + 5 more,12 years old,201-500 Employees (India),
3858,Spectranet,4.0,(139 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",23 years old,201-500 Employees (India)
3859,Emirates NBD,4.0,(139 Reviews),Public,"Dubai,Dubai + 8 more",60 years old,201-500 Employees (India)
3860,Brink's,4.4,(139 Reviews),Private,"Farmers Branch,Texas + 28 more",164 years old,201-500 Employees (India)
3861,Gopal Snacks,3.9,(139 Reviews),"Rajkot,Gujarat + 27 more",29 years old,201-500 Employees (India),
3862,Southern Petroch...,3.9,(139 Reviews),Public,"Chennai,Tamil Nadu + 7 more",54 years old,1k-5k Employees (India)
3863,Alivira Animal H...,3.6,(139 Reviews),Public,"Mumbai,Maharashtra + 5 more",9 years old,201-500 Employees (India)
3864,GM Modular,4.0,(139 Reviews),Private,"Mumbai,Maharashtra + 26 more",23 years old,501-1k Employees (India)
3865,Sai Service,4.2,(139 Reviews),Private,Pune + 24 more,38 years old,501-1k Employees (India)
3866,UGC Supply Chain...,3.6,(139 Reviews),Private,"Pune,Maharashtra + 16 more",24 years old,11-50 Employees (India)
3867,Gulbrandsen,4.3,(139 Reviews),Private,"Vadodara/Baroda,Gujarat + 6 more",20 years old,501-1k Employees (India)
3868,Raj Petro Specia...,4.0,(139 Reviews),Private,"Mumbai,Maharashtra + 18 more",81 years old,501-1k Employees (India)
3869,Paul Merchants,4.0,(139 Reviews),Public,"Chandigarh,Chandigarh + 49 more",39 years old,1k-5k Employees (India)
3870,IREO,4.1,(139 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",19 years old,501-1k Employees (India)
3871,LabCorp,4.3,(139 Reviews),Burlington + 6 more,501-1k Employees (India),,
3872,Zee Learn,3.6,(139 Reviews),Public,"Mumbai,Maharashtra + 24 more",7 years old,201-500 Employees (India)
3873,Insecticides Ind...,4.6,(139 Reviews),Public,"Delhi/NCR,Delhi + 22 more",21 years old,1k-5k Employees (India)
3874,PSA AVTEC Powert...,3.6,(139 Reviews),Hosur + 4 more,6 years old,51-200 Employees (India),
3875,BOB Financial So...,4.0,(139 Reviews),Public,"Mumbai,Maharashtra + 44 more",29 years old,201-500 Employees (India)
3876,Congruex Asia Pa...,4.2,(139 Reviews),LLC,"Boulder,Colorado + 4 more",7 years old,1k-5k Employees (India)
3877,Ikya Human Capit...,4.2,(139 Reviews),Gurgaon/Gurugram + 46 more,,,
3878,Speridian Techno...,4.1,(139 Reviews),Private,"Albuquerque,New Mexico + 8 more",21 years old,1k-5k Employees (India)
3879,Robosoft Technol...,3.8,(144 Reviews),Private,"New Udupi,Karnataka + 4 more",27 years old,1k-5k Employees (India)
3880,Daelim Industria...,4.6,(138 Reviews),Private,Seoul + 12 more,84 years old,51-200 Employees (India)
3881,OneAssist Consum...,4.2,(138 Reviews),Private,"Mumbai,Maharashtra + 20 more",12 years old,201-500 Employees (India)
3882,MyMoneyMantra,3.6,(138 Reviews),Private,"Delhi,NCT + 9 more",34 years old,1k-5k Employees (India)
3883,Institute of Lan...,4.3,(138 Reviews),Bengaluru + 5 more,22 years old,501-1k Employees (India),
3884,InnovAccer,3.3,(138 Reviews),Private,"San Francisco,California + 4 more",9 years old,501-1k Employees (India)
3885,Indian Political...,3.1,(138 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",8 years old,201-500 Employees (Global)
3886,Technofab Engine...,4.2,(138 Reviews),Public,"Delhi/NCR,Delhi + 15 more",52 years old,201-500 Employees (India)
3887,A.O. Smith,4.2,(138 Reviews),Private,Milwaukee + 27 more,149 years old,1k-5k Employees (India)
3888,Galax E Solution...,3.5,(138 Reviews),Private,"Somerset,New Jersey + 3 more",20 years old,501-1k Employees (India)
3889,Dixcy Textiles,4.3,(138 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",39 years old,1k-5k Employees (India)
3890,NextGen Healthca...,4.0,(138 Reviews),Private,"Atlanta,Georgia + 7 more",49 years old,501-1k Employees (India)
3891,Med Manor Organi...,3.4,(138 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 24 more",25 years old,51-200 Employees (India)
3892,GfK MODE,3.4,(138 Reviews),Private,"Nuremberg,Bavaria + 12 more",89 years old,51-200 Employees (India)
3893,COMSTAR AUTOMOTI...,3.9,(138 Reviews),Private,"Chengalpattu,Tamil Nadu + 3 more",24 years old,201-500 Employees (India)
3894,Dayal Fertilizer...,4.2,(138 Reviews),Partnership,Meerut + 26 more,44 years old,201-500 Employees (India)
3895,Eaton India Inno...,4.0,(138 Reviews),1k-5k Employees (India),,,
3896,Theobroma Foods,3.7,(138 Reviews),Private,"Mumbai,Maharashtra + 12 more",19 years old,51-200 Employees (India)
3897,SSF PLASTICS,3.9,(138 Reviews),Private,"Mumbai,Maharashtra + 9 more",17 years old,501-1k Employees (India)
3898,BIC Contracting,4.4,(138 Reviews),Dubai + 10 more,1k-5k Employees (India),,
3899,Finolex Ind,4.1,(138 Reviews),Pune + 26 more,1k-5k Employees (India),,
3900,Maxicus,4.3,(138 Reviews),"Gurgaon,Haryana + 3 more",20 years old,51-200 Employees (India),
3901,Softcell Technol...,4.1,(138 Reviews),Private,Mumbai + 11 more,34 years old,501-1k Employees (India)
3902,Orion Security S...,3.7,(138 Reviews),Private,"Delhi/NCR,Delhi + 28 more",18 years old,51-200 Employees (India)
3903,Royaloak Incorpo...,3.0,(138 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",21 years old,501-1k Employees (India)
3904,Chiripal Industr...,3.6,(138 Reviews),Public,"Ahmedabad,Gujrat + 4 more",51 years old,1k-5k Employees (India)
3905,Dalmia Bharat Gr...,4.0,(2.2k Reviews),Private,New Delhi + 37 more,84 years old,1 Lakh+ Employees (India)
3906,Monsanto,4.7,(203 Reviews),Public,St. Louis + 28 more,122 years old,1k-5k Employees (India)
3907,Shyplite,4.5,(156 Reviews),Private,"Delhi,NCT + 1 more",8 years old,51-200 Employees (India)
3908,Applus Velosi,4.1,(137 Reviews),Private,Abu Dhabi + 14 more,41 years old,501-1k Employees (India)
3909,TomTom,4.2,(137 Reviews),Public,"Amsterdam,North Holland",32 years old,501-1k Employees (India)
3910,Jay Ushin,4.0,(137 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",64 years old,1k-5k Employees (India)
3911,Lucas Indian Ser...,4.1,(137 Reviews),Private,Chennai + 27 more,93 years old,201-500 Employees (India)
3912,Nabard Financial...,4.3,(137 Reviews),Public,Bengaluru + 65 more,14 years old,1k-5k Employees (India)
3913,IBM Info Service...,4.2,(137 Reviews),Private,Chennai + 19 more,24 years old,501-1k Employees (India)
3914,Barmalt Malting,3.6,(137 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",56 years old,201-500 Employees (India)
3915,Acg Pam Pharma T...,4.1,(137 Reviews),Private,"Mumbai,Maharashtra + 7 more",59 years old,1k-5k Employees (India)
3916,Abu Dhabi Nation...,4.2,(137 Reviews),Private,Abu Dhabi + 10 more,47 years old,51-200 Employees (India)
3917,Bill Forge,3.8,(137 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",38 years old,201-500 Employees (India)
3918,Galore Networks,2.7,(137 Reviews),Private,"Chennai,Tamil Nadu + 31 more",18 years old,51-200 Employees (India)
3919,Lobo Staffing So...,4.0,(137 Reviews),Private,"Mumbai,Maharashtra + 30 more",20 years old,51-200 Employees (India)
3920,GKB RX Lens,4.1,(137 Reviews),Private,"Kolkata,West Bengal + 18 more",64 years old,1k-5k Employees (India)
3921,Balaji Enterpris...,3.8,(137 Reviews),Private,"Mumbai,Maharashtra + 43 more",32 years old,11-50 Employees (India)
3922,Mindfire Solutio...,4.3,(137 Reviews),Private,"Bhubaneswar,Odisha + 3 more",24 years old,501-1k Employees (India)
3923,Pinkerton,3.8,(137 Reviews),Private,"Ann Arbor,Detroit + 9 more",173 years old,201-500 Employees (India)
3924,Course5,3.8,(137 Reviews),"Bellevue,Washington + 6 more",23 years old,501-1k Employees (India),
3925,Finova Capital,4.1,(137 Reviews),Private,"Jaipur,Rajasthan + 51 more",8 years old,1k-5k Employees (India)
3926,RapiPay,3.8,(137 Reviews),Private,"Noida,Uttar Pradesh + 36 more",5 years old,501-1k Employees (India)
3927,Hinduja Finance,4.1,(137 Reviews),Private,"Mumbai,Maharashtra + 75 more",15 years old,201-500 Employees (India)
3928,Paladion Network...,3.9,(137 Reviews),Private,"Bangalore,Karnataka + 4 more",23 years old,501-1k Employees (India)
3929,Jaguar Land Rove...,3.9,(137 Reviews),Private,Coventry + 29 more,15 years old,1k-5k Employees (India)
3930,Konica Minolta,4.0,(160 Reviews),Private,"Gurgaon/Gurugram,Haryana + 25 more",23 years old,501-1k Employees (India)
3931,Expedia,4.3,(143 Reviews),Private,"Bellevue,Washington + 6 more",16 years old,1k-5k Employees (India)
3932,NLC,4.3,(136 Reviews),Private,"Chennai,Tamil Nadu + 5 more",67 years old,10k-50k Employees (India)
3933,Stelmec,3.3,(136 Reviews),Public,"Mumbai,Maharashtra + 16 more",39 years old,501-1k Employees (India)
3934,Pha India,3.9,(136 Reviews),Private,"Sriperumbudur,Tamil Nadu + 3 more",24 years old,1k-5k Employees (India)
3935,Grassroots BPO,4.1,(136 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
3936,Binary Semantics,3.9,(136 Reviews),Private,Gurugram + 6 more,37 years old,501-1k Employees (India)
3937,Ozone Pharmaceut...,3.6,(136 Reviews),Private,New Delhi + 12 more,32 years old,1k-5k Employees (India)
3938,Vashi Electrical...,4.0,(136 Reviews),Private,"Mumbai,Maharashtra + 16 more",45 years old,501-1k Employees (India)
3939,Enmas O & M Serv...,4.0,(136 Reviews),Private,"Chennai,Tamil Nadu + 16 more",18 years old,1k-5k Employees (India)
3940,INOX Air Product...,4.3,(136 Reviews),Private,Mumbai + 36 more,60 years old,1k-5k Employees (India)
3941,AgreeYa Solution...,3.7,(136 Reviews),Private,"Folsom,California + 7 more",24 years old,501-1k Employees (India)
3942,APM Terminals,4.6,(136 Reviews),Private,The Hague + 13 more,22 years old,501-1k Employees (India)
3943,The Fern Residen...,3.8,(136 Reviews),Private,"Mumbai,Maharashtra + 29 more",14 years old,501-1k Employees (India)
3944,Mytrah Energy,4.0,(136 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",14 years old,201-500 Employees (India)
3945,MNC Group,3.9,(136 Reviews),Jakarta + 32 more,34 years old,1 Lakh+ Employees (Global),
3946,Assimilate Solut...,3.7,(136 Reviews),Private,"Tucson,Arizona + 6 more",10 years old,1k-5k Employees (India)
3947,Gawar Constructi...,4.4,(136 Reviews),"Gurgaon/Gurugram,Haryana + 23 more",15 years old,501-1k Employees (India),
3948,Welspun Global B...,3.8,(136 Reviews),Public,Mumbai + 24 more,23 years old,10k-50k Employees (Global)
3949,Minda Kosei Alum...,4.2,(136 Reviews),Private,Bawal + 8 more,8 years old,501-1k Employees (India)
3950,L. V. Prasad Eye...,4.4,(136 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",36 years old,501-1k Employees (India)
3951,Expleo Group,3.9,(136 Reviews),Saint Quentin En Yvelines + 5 more,6 years old,10k-50k Employees (India),
3952,Bajaj allianze g...,4.0,(136 Reviews),JV,Pune + 45 more,22 years old,10k-50k Employees (India)
3953,PreludeSys,3.7,(136 Reviews),Private,"Irvine,California + 1 more",24 years old,501-1k Employees (India)
3954,Sudhir Power,4.0,(136 Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",50 years old,1k-5k Employees (India)
3955,Allergan,4.1,(913 Reviews),Private,Dublin + 22 more,10 years old,1k-5k Employees (India)
3956,QX,4.1,(135 Reviews),Private,"Skipton,North Yorkshire + 3 more",20 years old,1k-5k Employees (India)
3957,IDMC,4.0,(135 Reviews),Private,Vitthal Udyognagar + 9 more,45 years old,501-1k Employees (India)
3958,HMEL,4.5,(135 Reviews),Private,Noida + 7 more,16 years old,1k-5k Employees (India)
3959,Teleindia Networ...,3.9,(135 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",17 years old,51-200 Employees (India)
3960,SOPAN,3.9,(135 Reviews),Private,"Pune,Maharashtra + 20 more",22 years old,1k-5k Employees (India)
3961,Hurix Systems,3.4,(135 Reviews),Private,"Mumbai,Maharashtra + 3 more",23 years old,501-1k Employees (India)
3962,Aarti Steels,4.0,(135 Reviews),Public,"Ludhiana,Punjab + 6 more",44 years old,1k-5k Employees (India)
3963,TCPL Packaging,4.2,(135 Reviews),Public,"Bangalore,Karnataka + 20 more",36 years old,1k-5k Employees (India)
3964,Jyoti Structures,4.0,(135 Reviews),Public,Mumbai + 24 more,49 years old,11-50 Employees (India)
3965,Dr Mohan's Diabe...,4.1,(135 Reviews),Proprietorship,"Chennai,Tamil Nadu + 25 more",32 years old,1k-5k Employees (India)
3966,Autocomp Corpora...,3.4,(135 Reviews),Private,"Pune,Maharashtra + 4 more",40 years old,51-200 Employees (India)
3967,Qatargas,4.7,(135 Reviews),Doha + 8 more,39 years old,5k-10k Employees (India),
3968,Signature Global,4.2,(135 Reviews),Private,New Jersey + 5 more,15 years old,51-200 Employees (India)
3969,Ameex Technologi...,3.8,(135 Reviews),Private,"Schaumburg,Illinois + 2 more",16 years old,501-1k Employees (India)
3970,Ciron Drugs & Ph...,3.3,(135 Reviews),Private,"Mumbai,Maharashtra + 9 more",33 years old,51-200 Employees (India)
3971,Thermax Babcock ...,4.1,(135 Reviews),Private,"Pune,Maharashtra + 10 more",13 years old,51-200 Employees (India)
3972,HMEL,4.5,(135 Reviews),Private,Noida + 7 more,16 years old,1k-5k Employees (India)
3973,Escorts Construc...,4.0,(135 Reviews),Public,"Faridabad,Haryana + 21 more",53 years old,1k-5k Employees (India)
3974,BLS Internationa...,3.3,(135 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",40 years old,51-200 Employees (India)
3975,QX,4.1,(135 Reviews),Private,"Skipton,North Yorkshire + 3 more",20 years old,1k-5k Employees (India)
3976,IDMC,4.0,(135 Reviews),Private,Vitthal Udyognagar + 9 more,45 years old,501-1k Employees (India)
3977,Aditya Infotech,3.8,(135 Reviews),Private,"Noida,Uttar Pradesh + 31 more",29 years old,501-1k Employees (India)
3978,Anchor Health an...,3.5,(135 Reviews),Private,"Mumbai,Maharashtra + 28 more",31 years old,501-1k Employees (India)
3979,Gojavas,4.2,(135 Reviews),Private,"Gurgaon,Haryana + 43 more",10 years old,1k-5k Employees (India)
3980,Clix Capital Ser...,3.8,(135 Reviews),Private,Gurgaon + 15 more,16 years old,201-500 Employees (India)
3981,Freyr Solutions,4.1,(135 Reviews),Private,"Princeton,New Jersey",16 years old,1k-5k Employees (India)
3982,HOLITECH INDIA,3.9,(135 Reviews),Greater Noida + 11 more,51-200 Employees (India),,
3983,The Pride Hotel,4.3,(175 Reviews),Private,"Mumbai,Maharashtra + 17 more",48 years old,501-1k Employees (India)
3984,BMW,4.1,(161 Reviews),Private,Munich + 28 more,107 years old,1k-5k Employees (India)
3985,I P Integrated S...,4.5,(134 Reviews),Private,Gurgram + 31 more,12 years old,51-200 Employees (India)
3986,Sraco,4.2,(134 Reviews),Private,Dammam + 12 more,41 years old,10k-50k Employees (Global)
3987,Indo Amines,3.6,(134 Reviews),Public,"Thane,Maharashtra + 4 more",44 years old,201-500 Employees (India)
3988,Nayati Hospital,3.1,(134 Reviews),Private,"Noida,Uttar Pradesh + 7 more",11 years old,1k-5k Employees (India)
3989,TCL,4.2,(134 Reviews),Private,Huizhou + 22 more,42 years old,51-200 Employees (India)
3990,IPSoft,3.1,(134 Reviews),Private,"New York,New York + 2 more",25 years old,501-1k Employees (India)
3991,Central Tool Roo...,3.8,(134 Reviews),Public,"Bhubaneswar,Odisha + 7 more",47 years old,51-200 Employees (India)
3992,Wirtgen India,4.3,(134 Reviews),Private,"Pune,Maharashtra + 19 more",62 years old,501-1k Employees (India)
3993,Pramati Technolo...,4.5,(134 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",25 years old,1k-5k Employees (India)
3994,New Allenberry W...,3.7,(134 Reviews),Private,"Faridabad,Haryana + 6 more",52 years old,201-500 Employees (India)
3995,Office Beacon,3.3,(134 Reviews),Private,California + 7 more,22 years old,501-1k Employees (India)
3996,JSG Group,3.4,(134 Reviews),Private,Kundli + 4 more,13 years old,51-200 Employees (India)
3997,Axis Sales,4.0,(134 Reviews),Pune + 55 more,17 years old,11-50 Employees (India),
3998,Porteck India In...,4.3,(134 Reviews),Private,"Jericho,New York + 3 more",21 years old,201-500 Employees (India)
3999,Don Bosco School,4.1,(134 Reviews),New Delhi + 32 more,43 years old,50k-1 Lakh Employees (India),
4000,Ultra Engineers,4.0,(134 Reviews),Private,"Pune,Maharashtra + 1 more",32 years old,1k-5k Employees (India)
4001,C-quel Managemen...,4.5,(134 Reviews),Kolkata + 12 more,23 years old,11-50 Employees (India),
4002,Property Solutio...,3.8,(134 Reviews),Private,"Mumbai,Maharashtra + 13 more",23 years old,501-1k Employees (India)
4003,CNS Comnet,3.9,(134 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",18 years old,201-500 Employees (India)
4004,Precision Camsha...,2.9,(134 Reviews),Public,"Solapur,Maharashtra + 1 more",31 years old,201-500 Employees (India)
4005,Essae Digitronic...,4.2,(134 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 22 more",27 years old,51-200 Employees (India)
4006,Peel-works,4.1,(134 Reviews),Private,"Mumbai,Maharashtra + 16 more",13 years old,51-200 Employees (India)
4007,Klaus IT Solutio...,3.8,(134 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",12 years old,201-500 Employees (India)
4008,Oxford Universit...,3.5,(134 Reviews),Private,"Oxford,Oxfordshire + 24 more",545 years old,201-500 Employees (India)
4009,PaySquare Consul...,4.1,(134 Reviews),Private,"Pune,Maharashtra + 5 more",23 years old,201-500 Employees (India)
4010,Midco,3.9,(134 Reviews),Private,Sioux Falls + 25 more,92 years old,1-10 Employees (India)
4011,Eastern Software...,3.4,(134 Reviews),Private,"Noida,Uttar Pradesh + 6 more",33 years old,201-500 Employees (India)
4012,Dishman Pharmace...,4.2,(134 Reviews),Public,Ahmedabad + 6 more,40 years old,201-500 Employees (India)
4013,Hill Internation...,4.1,(134 Reviews),Public,"Philadelphia,Pennsylvania + 14 more",47 years old,201-500 Employees (India)
4014,Ascent Consultin...,3.8,(134 Reviews),Private,Bengaluru + 8 more,21 years old,501-1k Employees (India)
4015,Aditya Birla Mem...,4.0,(134 Reviews),Private,Pune + 3 more,20 years old,1k-5k Employees (Global)
4016,Capital Finserve,4.6,(134 Reviews),Private,"Salem,Tamil Nadu + 1 more",16 years old,201-500 Employees (India)
4017,Wishfin,3.7,(134 Reviews),Private,"Noida,Uttar Pradesh + 7 more",7 years old,501-1k Employees (India)
4018,Interarch Buildi...,4.1,(134 Reviews),Private,"Noida,Uttar Pradesh + 18 more",39 years old,1k-5k Employees (India)
4019,Interarch Buildi...,4.1,(134 Reviews),Private,"Noida,Uttar Pradesh + 18 more",39 years old,1k-5k Employees (India)
4020,Verzeo,2.7,(134 Reviews),"Bangalore,Karnataka + 9 more",5 years old,11-50 Employees (India),
4021,Honda India Powe...,4.2,(134 Reviews),Greater Noida + 18 more,1k-5k Employees (India),,
4022,Zyoin,4.0,(134 Reviews),Private,Bangalore + 2 more,18 years old,201-500 Employees (India)
4023,Major Brands,3.7,(134 Reviews),Private,"Mumbai,Maharashtra + 9 more",22 years old,51-200 Employees (India)
4024,UAE Exchange,4.1,(318 Reviews),Public,"Abu Dhabi,Abu Dhabi + 34 more",28 years old,1-10 Employees (India)
4025,NBCC,3.9,(133 Reviews),Private,"Delhi/NCR,Delhi + 24 more",63 years old,1k-5k Employees (India)
4026,African Industri...,3.6,(133 Reviews),Private,Lagos + 4 more,52 years old,51-200 Employees (India)
4027,Affiliated Compu...,3.5,(133 Reviews),Private,Dallas + 10 more,35 years old,11-50 Employees (India)
4028,A2Z Infraservice...,4.0,(133 Reviews),Public,"Gurgaon/Gurugram,Haryana + 18 more",21 years old,201-500 Employees (India)
4029,R-Logic Technolo...,4.1,(133 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",27 years old,1k-5k Employees (India)
4030,Marine Electrica...,3.7,(133 Reviews),Private,"Mumbai,Maharashtra + 12 more",45 years old,201-500 Employees (India)
4031,Global Consumer ...,3.9,(133 Reviews),Private,"Bangalore,Karnataka + 32 more",10 years old,51-200 Employees (India)
4032,Zamil Steel Buil...,3.8,(133 Reviews),Private,"Pune,Maharashtra + 14 more",15 years old,201-500 Employees (India)
4033,Godrej Infotech,3.9,(133 Reviews),Private,"Mumbai,Maharashtra + 9 more",24 years old,501-1k Employees (India)
4034,Kanwar Enterpris...,3.5,(133 Reviews),Noida + 18 more,26 years old,201-500 Employees (India),
